,card name,expansion,rarity,converted mana cost,colourless mana,coloured mana,main type,sub type,power,toughness,abilities-1,abilities-2,flavour text-1,flavour text-2,card no,artist,avg price ($),market price ($),foil avg ($),foil price ($),img url
25012,Selective Snare,Guilds of Ravnica,"
Uncommon",1,0,"Variable Colorless, Blue",Sorcery,, ,,Return X target creatures of the creature type of your choice to their owner's hand., ,"""How thoughtful of the Legion to train its soldiers to fit our spell's specifications.""",,53,Alex Konstad,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452803&type=card
25016,Selesnya Locket,Guilds of Ravnica,"
Common",3,3,none,Artifact,, ,,: Add or ., ,"""Think of the locket as a seed you bear, spreading life from Vitu-Ghazi across all of Ravnica.""",,240,Winona Nelson,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452990&type=card
25017,Severed Strands,Guilds of Ravnica,"
Common",2,1,Black,Sorcery,, ,,"As an additional cost to cast this spell, sacrifice a creature.", ,"""I've seen Ravnica's fate. Believe me, I'm doing you a favor.""",,85,Zack Stella,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452835&type=card
25018,Siege Wurm,Guilds of Ravnica,"
Common",7,5,"Green, Green",Creature , Wurm,5,5,Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for or one mana of that creature's color.), ,"Suddenly, all the haggling didn't seem so important.",,144,Filip Burburan,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452894&type=card
25020,Sinister Sabotage,Guilds of Ravnica,"
Uncommon",3,1,"Blue, Blue",Instant,, ,,Counter target spell., ,"""We have intel that some guilds have fallen under an invader's influence. Until we're sure, no venture succeeds.""",,54,Mathias Kollros,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452804&type=card
25022,Skyline Scout,Guilds of Ravnica,"
Common",2,1,White,Creature , Human Scout,2,1,"Whenever Skyline Scout attacks, you may pay . If you do, it gains flying until end of turn.", ,"""Sometimes an angel passes by and gives me a little nod, like, ‘You're a daring one!' That always makes my day.""",,25,Paul Scott Canavan,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452775&type=card
25023,Smelt-Ward Minotaur,Guilds of Ravnica,"
Uncommon",3,2,Red,Creature , Minotaur Warrior,2,3,"Whenever you cast an instant or sorcery spell, target creature an opponent controls can't block this turn.", ,"""Don't arrest him—enlist him!""",,116,Wisnu Tan,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452866&type=card
25024,Sonic Assault,Guilds of Ravnica,"
Common",3,1,"Blue, Red",Instant,, ,,Tap target creature. Sonic Assault deals 2 damage to that creature's controller., ,He heard stars and saw thunder.,,199,Tyler Walpole,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452949&type=card
25025,Spinal Centipede,Guilds of Ravnica,"
Common",3,2,Black,Creature , Insect,3,2,"When Spinal Centipede dies, put a +1/+1 counter on target creature you control.", ,The Golgari adorn themselves with the exoskeletons of iridescent insects. It's only fair the insects do likewise.,,86,Zezhou Chen,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452836&type=card
25026,Sprouting Renewal,Guilds of Ravnica,"
Uncommon",3,2,Green,Sorcery,, ,,Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for or one mana of that creature's color.), ,,,145,James Paick,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452895&type=card
25030,Street Riot,Guilds of Ravnica,"
Uncommon",5,4,Red,Enchantment,, ,,"As long as it's your turn, creatures you control get +1/+0 and have trample.", ,"""They said obey and you'll be happy. They said you'll be safe. But we're not safe. We're not happy. And we will not obey.""",,117,Tomasz Jedruszek,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452867&type=card
25031,Sumala Woodshaper,Guilds of Ravnica,"
Common",4,2,"Green, White",Creature , Elf Druid,2,1,"When Sumala Woodshaper enters the battlefield, look at the top four cards of your library. You may reveal a creature or enchantment card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.", ,,,200,Sara Winters,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452950&type=card
25032,Sunhome Stalwart,Guilds of Ravnica,"
Uncommon",2,1,White,Creature , Human Soldier,2,2,First strike, ,"""Before I let you wield one of these, let's see you dodge one!""",,26,Matt Stewart,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452776&type=card
25040,Swarm Guildmage,Guilds of Ravnica,"
Uncommon",2,0,"Black, Green",Creature , Elf Shaman,2,2,", : Creatures you control get +1/+0 and gain menace until end of turn. (They can't be blocked except by two or more creatures.)", ,,,201,Simon Dominic,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452951&type=card
25041,Swathcutter Giant,Guilds of Ravnica,"
Uncommon",6,4,"Red, White",Creature , Giant Soldier,5,5,Vigilance, ,"""Now do you understand what we meant when we said <i>disperse</i>?""",,202,Aaron Miller,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452952&type=card
25043,Sworn Companions,Guilds of Ravnica,"
Common",3,2,White,Sorcery,, ,,Create two 1/1 white Soldier creature tokens with lifelink., ,"""The trouble with youths these days is that, in outright defiance of their elders, they refuse to be bought.""",,27,Jason Rainville,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452777&type=card
25044,"Tajic, Legion's Edge",Guilds of Ravnica,"
Rare",3,1,"Red, White",Legendary Creature , Human Soldier,3,2,Haste, ,,,204,Anthony Palumbo,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452954&type=card
25046,Temple Garden,Guilds of Ravnica,"
Rare",0,0,none,Land , Forest Plains, ,,(: Add or .), ,"""Where the roots reach, there the temple rises.""",,258,Titus Lunter,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=453008&type=card
25047,Tenth District Guard,Guilds of Ravnica,"
Common",2,1,White,Creature , Human Soldier,2,2,"When Tenth District Guard enters the battlefield, target creature gets +0/+1 until end of turn.", ,"""The Tenth has always been my home. This city is constantly embroiled in one crisis or another, but I'm determined to protect my piece.""",,29,Craig J Spearing,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452779&type=card
25048,Thief of Sanity,Guilds of Ravnica,"
Rare",3,1,"Blue, Black",Creature , Specter,2,2,Flying, ,,,205,Igor Kieryluk,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452955&type=card
25049,Thought Erasure,Guilds of Ravnica,"
Uncommon",2,0,"Blue, Black",Sorcery,, ,,Target opponent reveals their hand. You choose a nonland card from it. That player discards that card., ,"""It's truly the highest honor, isn't it? To be remembered? Pity for you.""",,206,Anna Steinbauer,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452956&type=card
25050,Thoughtbound Phantasm,Guilds of Ravnica,"
Uncommon",1,0,Blue,Creature , Spirit,2,2,Defender, ,,,55,Johann Bodin,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452805&type=card
25051,Thousand-Year Storm,Guilds of Ravnica,"
Mythic Rare",6,4,"Blue, Red",Enchantment,, ,,"Whenever you cast an instant or sorcery spell, copy it for each other instant and sorcery spell you've cast before it this turn. You may choose new targets for the copies.", ,Ral's storm crackled with mystical detections: Planeswalkers were infiltrating Ravnica.,,207,Dimitar Marinski,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452957&type=card
25052,Torch Courier,Guilds of Ravnica,"
Common",1,0,Red,Creature , Goblin,1,1,Haste, ,"""Light a torch and deliver this letter"" were his instructions, which he unfortunately reversed.",,119,Mark Zug,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452869&type=card
25053,Trostani Discordant,Guilds of Ravnica,"
Mythic Rare",5,3,"Green, White",Legendary Creature , Dryad,1,4,Other creatures you control get +1/+1., ,,,208,Chase Stone,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452958&type=card
25054,Truefire Captain,Guilds of Ravnica,"
Uncommon",4,0,"Red, Red, White, White",Creature , Human Knight,4,3,"Mentor (Whenever this creature attacks, put a +1/+1 counter on target attacking creature with lesser power.)", ,,,209,Chris Rallis,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452959&type=card
25055,Undercity Necrolisk,Guilds of Ravnica,"
Uncommon",4,3,Black,Creature , Zombie Lizard,3,3,", Sacrifice another creature: Put a +1/+1 counter on Undercity Necrolisk. It gains menace until end of turn. Activate only as a sorcery. (It can't be blocked except by two or more creatures.)", ,"In its territory, living is an affront.",,87,Tomasz Jedruszek,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452837&type=card
25056,Undercity Uprising,Guilds of Ravnica,"
Common",4,2,"Black, Green",Sorcery,, ,,Creatures you control gain deathtouch until end of turn. Then target creature you control fights target creature you don't control. (Each deals damage equal to its power to the other.), ,"""Now it's your turn to hide.""",,210,Magali Villeneuve,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452960&type=card
25057,Underrealm Lich,Guilds of Ravnica,"
Mythic Rare",5,3,"Black, Green",Creature , Zombie Elf Shaman,4,3,"If you would draw a card, instead look at the top three cards of your library, then put one into your hand and the rest into your graveyard.", ,"""You've strayed, overworlder.""",,211,Anna Steinbauer,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452961&type=card
25058,Unexplained Disappearance,Guilds of Ravnica,"
Common",2,1,Blue,Instant,, ,,Return target creature to its owner's hand., ,The first thing the mist chills is the mind. Victims never cry out or even murmur in surprise.,,56,Izzy,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452806&type=card
25059,Unmoored Ego,Guilds of Ravnica,"
Rare",3,1,"Blue, Black",Sorcery,, ,,"Choose a card name. Search target opponent's graveyard, hand, and library for up to four cards with that name and exile them. That player shuffles, then draws a card for each card exiled from their hand this way.", ,A well-chosen word can restore a mind or snap its tethers.,,212,Volkan Baga,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452962&type=card
25060,Urban Utopia,Guilds of Ravnica,"
Common",2,1,Green,Enchantment , Aura, ,,Enchant land, ,Ravnica's diversity produces blossoms of opinion in a rich soil of perspectives.,,146,Jedd Chevrier,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452896&type=card
25061,Vedalken Mesmerist,Guilds of Ravnica,"
Common",2,1,Blue,Creature , Vedalken Wizard,2,1,"Whenever Vedalken Mesmerist attacks, target creature an opponent controls gets -2/-0 until end of turn.", ,"""There's no need to sound the alarm. You are minding your post admirably. I am authorized. All is well.""",,57,Zezhou Chen,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452807&type=card
25062,Veiled Shade,Guilds of Ravnica,"
Common",3,2,Black,Creature , Shade,2,2,: Veiled Shade gets +1/+1 until end of turn., ,"""I sang songs of sorrow for my lost love. Imagine my horror when, one night, they were answered.""",,88,Anna Steinbauer,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452838&type=card
25063,Venerated Loxodon,Guilds of Ravnica,"
Rare",5,4,White,Creature , Elephant Cleric,4,4,Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for or one mana of that creature's color.), ,,,30,Zack Stella,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452780&type=card
25064,Vernadi Shieldmate,Guilds of Ravnica,"
Common",2,1,Green or White,Creature , Human Soldier,2,2,Vigilance, ,"""Selesnya's soil is sacred, and you're about to meet it with your face.""",,219,Matt Stewart,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452969&type=card
25065,Vicious Rumors,Guilds of Ravnica,"
Common",1,0,Black,Sorcery,, ,,"Vicious Rumors deals 1 damage to each opponent. Each opponent discards a card, then mills a card. You gain 1 life.", ,"""The alliances were already frayed. All we do is find the loose threads and pluck.""",,89,David Palumbo,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452839&type=card
25066,Vigorspore Wurm,Guilds of Ravnica,"
Common",6,5,Green,Creature , Wurm,6,4,"Undergrowth — When Vigorspore Wurm enters the battlefield, target creature gains vigilance and gets +X/+X until end of turn, where X is the number of creature cards in your graveyard.", ,,,147,Jason Felix,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452897&type=card
25067,Vivid Revival,Guilds of Ravnica,"
Rare",5,4,Green,Sorcery,, ,,Return up to three target multicolored cards from your graveyard to your hand. Exile Vivid Revival., ,"Golgari crops bloom in strange soils, touched only by long-traveled light.",,148,Yeong-Hao Han,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452898&type=card
25069,"Vraska, Regal Gorgon",Guilds of Ravnica,"
Mythic Rare",7,5,"Black, Green",Legendary Planeswalker , Vraska,5,,+2: Put a +1/+1 counter on up to one target creature. That creature gains menace until end of turn., ,,,269,Magali Villeneuve,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=455609&type=card
25070,Vraska's Stoneglare,Guilds of Ravnica,"
Rare",6,4,"Black, Green",Sorcery,, ,,"Destroy target creature. You gain life equal to its toughness. You may search your library and/or graveyard for a card named Vraska, Regal Gorgon, reveal it, and put it into your hand. If you search your library this way, shuffle.", ,,,272,Yongjae Choi,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=455612&type=card
25072,Wand of Vertebrae,Guilds of Ravnica,"
Uncommon",1,1,none,Artifact,, ,,: Mill a card., ,Made by the mad for the work of the wicked.,,242,Volkan Baga,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452992&type=card
25073,Wary Okapi,Guilds of Ravnica,"
Common",3,2,Green,Creature , Antelope,3,2,Vigilance, ,"""Be like the grazers of the Saruli. Keep your herd close, and stay alert for encroaching danger.""",,149,Jason Felix,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452899&type=card
25074,Watcher in the Mist,Guilds of Ravnica,"
Common",5,3,"Blue, Blue",Creature , Spirit,3,4,Flying, ,,,59,Ryan Yee,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452809&type=card
25077,Whisper Agent,Guilds of Ravnica,"
Common",3,1,"Blue or Black, Blue or Black",Creature , Human Rogue,3,2,Flash, ,"He has a job to finish, and it's you.",,220,Deruchenko Alexander,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452970&type=card
25078,Whispering Snitch,Guilds of Ravnica,"
Uncommon",2,1,Black,Creature , Vampire Rogue,1,3,"Whenever you surveil for the first time each turn, Whispering Snitch deals 1 damage to each opponent and you gain 1 life.", ,"""Sure, I hear things. I hear plenty. But how am I to talk with this parched throat?""",,90,Jason Rainville,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452840&type=card
25079,Wild Ceratok,Guilds of Ravnica,"
Common",4,3,Green,Creature , Rhino,4,3,"Whenever you surveil for the first time each turn, Whispering Snitch deals 1 damage to each opponent and you gain 1 life.", ,"Once part of a wealthy merchant's private zoo, the herd roams feral throughout the Tenth, where it will remain until the guilds can agree to relocate, cull, or befriend it.",,150,Svetlin Velinov,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452900&type=card
25081,Wojek Bodyguard,Guilds of Ravnica,"
Common",3,2,Red,Creature , Human Soldier,3,3,"Mentor (Whenever this creature attacks, put a +1/+1 counter on target attacking creature with lesser power.)", ,"""By all means, take another step toward the captain.""",,120,Tyler Walpole,,,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452870&type=card
